ID,supplyShipmentId,lineNumber,purchaseOrderLineId,purchaseOrderId,purchaseOrderLineNumber,ProductId,quantityShipped,unitOfMeasure
2642a49f-dcb2-4b7e-9cf3-8b305125f7b6-10,2642a49f-dcb2-4b7e-9cf3-8b305125f7b6,10,52a3100d-bc64-454e-b899-4a6478f61588-10,52a3100d-bc64-454e-b899-4a6478f61588,10,PART003-3,70,Each
5e6ff285-c388-4a2e-88c3-ce05a5e427cd-10,5e6ff285-c388-4a2e-88c3-ce05a5e427cd,10,62705649-aac7-44d4-8d08-e33ae59851b1-10,62705649-aac7-44d4-8d08-e33ae59851b1,10,PART002,250,Each
5e6ff285-c388-4a2e-88c3-ce05a5e427cd-20,5e6ff285-c388-4a2e-88c3-ce05a5e427cd,20,62705649-aac7-44d4-8d08-e33ae59851b1-20,62705649-aac7-44d4-8d08-e33ae59851b1,20,PART003-1,200,Each
5e6ff285-c388-4a2e-88c3-ce05a5e427cd-30,5e6ff285-c388-4a2e-88c3-ce05a5e427cd,30,62705649-aac7-44d4-8d08-e33ae59851b1-30,62705649-aac7-44d4-8d08-e33ae59851b1,30,PART003,230,Each
bd5d1f4c-470b-48f1-8ea1-f867473239ef-10,bd5d1f4c-470b-48f1-8ea1-f867473239ef,10,0a3f3e20-6843-4d97-9921-8807fff4bd64-10,0a3f3e20-6843-4d97-9921-8807fff4bd64,10,PART003-2,330,Each
bd5d1f4c-470b-48f1-8ea1-f867473239ef-20,bd5d1f4c-470b-48f1-8ea1-f867473239ef,20,0a3f3e20-6843-4d97-9921-8807fff4bd64-20,0a3f3e20-6843-4d97-9921-8807fff4bd64,20,PART003-1,390,Each
accc62bd-236c-40b3-90ae-95a37f709fd2-10,accc62bd-236c-40b3-90ae-95a37f709fd2,10,6989a2c7-e158-4555-ab80-bb9fd53db2a8-20,6989a2c7-e158-4555-ab80-bb9fd53db2a8,20,PART003-1,280,Each
c676d302-7619-4ed8-bf7d-8b867d8fb4f2-10,c676d302-7619-4ed8-bf7d-8b867d8fb4f2,10,6989a2c7-e158-4555-ab80-bb9fd53db2a8-10,6989a2c7-e158-4555-ab80-bb9fd53db2a8,10,PART006,450,Each
66bfdaa9-627e-4ec1-8023-46d790f7d2fe-10,66bfdaa9-627e-4ec1-8023-46d790f7d2fe,10,e64a14c2-c65d-4c54-9464-935288ed28cf-10,e64a14c2-c65d-4c54-9464-935288ed28cf,10,PART005,240,Each
64b0e4ba-2b15-4faf-b797-53e6f7ce177d-10,64b0e4ba-2b15-4faf-b797-53e6f7ce177d,10,3d8ee15b-b3fb-4832-b406-a27628899ead-10,3d8ee15b-b3fb-4832-b406-a27628899ead,10,PART001,450,Each
64b0e4ba-2b15-4faf-b797-53e6f7ce177d-20,64b0e4ba-2b15-4faf-b797-53e6f7ce177d,20,3d8ee15b-b3fb-4832-b406-a27628899ead-20,3d8ee15b-b3fb-4832-b406-a27628899ead,20,PART005,200,Each
64b0e4ba-2b15-4faf-b797-53e6f7ce177d-30,64b0e4ba-2b15-4faf-b797-53e6f7ce177d,30,3d8ee15b-b3fb-4832-b406-a27628899ead-30,3d8ee15b-b3fb-4832-b406-a27628899ead,30,PART006,470,Each
bfdb4c8f-ca94-436d-a470-cff5e2e0348e-10,bfdb4c8f-ca94-436d-a470-cff5e2e0348e,10,59869769-1068-4bcc-932b-81be0d8d8105-20,59869769-1068-4bcc-932b-81be0d8d8105,20,PART001,300,Each
7df697f2-7d79-488a-87f1-0d4aa2658ca2-10,7df697f2-7d79-488a-87f1-0d4aa2658ca2,10,59869769-1068-4bcc-932b-81be0d8d8105-10,59869769-1068-4bcc-932b-81be0d8d8105,10,PART005,60,Each
98a2261c-e356-49f7-b191-f5638e619d1a-10,98a2261c-e356-49f7-b191-f5638e619d1a,10,11b7feb5-a516-420a-ac24-e64b1af91651-10,11b7feb5-a516-420a-ac24-e64b1af91651,10,PART003-1,290,Each
98a2261c-e356-49f7-b191-f5638e619d1a-20,98a2261c-e356-49f7-b191-f5638e619d1a,20,11b7feb5-a516-420a-ac24-e64b1af91651-20,11b7feb5-a516-420a-ac24-e64b1af91651,20,PART003,70,Each
98a2261c-e356-49f7-b191-f5638e619d1a-30,98a2261c-e356-49f7-b191-f5638e619d1a,30,11b7feb5-a516-420a-ac24-e64b1af91651-30,11b7feb5-a516-420a-ac24-e64b1af91651,30,PART006,440,Each
87d7fc6c-573d-4ee6-a4ee-bdc7fa4ce490-10,87d7fc6c-573d-4ee6-a4ee-bdc7fa4ce490,10,56e5efe5-bbb5-434e-9911-2984d50b5fa7-10,56e5efe5-bbb5-434e-9911-2984d50b5fa7,10,PART003-3,330,Each
87d7fc6c-573d-4ee6-a4ee-bdc7fa4ce490-20,87d7fc6c-573d-4ee6-a4ee-bdc7fa4ce490,20,56e5efe5-bbb5-434e-9911-2984d50b5fa7-20,56e5efe5-bbb5-434e-9911-2984d50b5fa7,20,PART001,440,Each
87d7fc6c-573d-4ee6-a4ee-bdc7fa4ce490-30,87d7fc6c-573d-4ee6-a4ee-bdc7fa4ce490,30,56e5efe5-bbb5-434e-9911-2984d50b5fa7-30,56e5efe5-bbb5-434e-9911-2984d50b5fa7,30,PART006,300,Each
ec4961b2-af21-409b-9875-c46654781c93-10,ec4961b2-af21-409b-9875-c46654781c93,10,55de2251-2fae-415b-9185-4d85d5ebe4dd-10,55de2251-2fae-415b-9185-4d85d5ebe4dd,10,PART003-1,80,Each
d90a4484-b712-4d78-9231-1256d684de8e-10,d90a4484-b712-4d78-9231-1256d684de8e,10,55de2251-2fae-415b-9185-4d85d5ebe4dd-20,55de2251-2fae-415b-9185-4d85d5ebe4dd,20,PART003,290,Each
66ff591c-c29a-4efe-9d52-b39afbf3a8c7-10,66ff591c-c29a-4efe-9d52-b39afbf3a8c7,10,4434e929-d47f-4096-899e-e7d1165b1e79-10,4434e929-d47f-4096-899e-e7d1165b1e79,10,PART004,370,Each
66ff591c-c29a-4efe-9d52-b39afbf3a8c7-20,66ff591c-c29a-4efe-9d52-b39afbf3a8c7,20,4434e929-d47f-4096-899e-e7d1165b1e79-20,4434e929-d47f-4096-899e-e7d1165b1e79,20,PART003-3,440,Each
66ff591c-c29a-4efe-9d52-b39afbf3a8c7-30,66ff591c-c29a-4efe-9d52-b39afbf3a8c7,30,4434e929-d47f-4096-899e-e7d1165b1e79-30,4434e929-d47f-4096-899e-e7d1165b1e79,30,PART006,390,Each
657cc9cc-d010-494b-84e4-621e8b84310b-10,657cc9cc-d010-494b-84e4-621e8b84310b,10,0e5dd4a9-18e7-4f81-a923-a2d99c8a9aa4-10,0e5dd4a9-18e7-4f81-a923-a2d99c8a9aa4,10,PART005,390,Each
a6988d22-ef63-4051-9b14-09f2a28a4fc7-10,a6988d22-ef63-4051-9b14-09f2a28a4fc7,10,15431dc8-2692-4f62-b7f9-63c970a27002-10,15431dc8-2692-4f62-b7f9-63c970a27002,10,PART003,59,Each
bc4740d7-eb2e-4b4a-90ba-c7b409f9999e-10,bc4740d7-eb2e-4b4a-90ba-c7b409f9999e,10,15431dc8-2692-4f62-b7f9-63c970a27002-10,15431dc8-2692-4f62-b7f9-63c970a27002,10,PART003,31,Each
e621830b-4f28-44ad-9e63-390d098745e3-10,e621830b-4f28-44ad-9e63-390d098745e3,10,1f1f8b05-84fd-43e0-9407-7cc60f51f891-10,1f1f8b05-84fd-43e0-9407-7cc60f51f891,10,PART003,360,Each
3e9efed7-c2c1-436b-a33f-86df1d440847-10,3e9efed7-c2c1-436b-a33f-86df1d440847,10,f5237b81-0f53-4492-9a69-f9d53554757d-10,f5237b81-0f53-4492-9a69-f9d53554757d,10,PART003-2,180,Each
3e9efed7-c2c1-436b-a33f-86df1d440847-20,3e9efed7-c2c1-436b-a33f-86df1d440847,20,f5237b81-0f53-4492-9a69-f9d53554757d-20,f5237b81-0f53-4492-9a69-f9d53554757d,20,PART003-1,410,Each
58ea19c7-e1b7-47f7-aa77-7f048dc08ee2-10,58ea19c7-e1b7-47f7-aa77-7f048dc08ee2,10,ea0db232-77e8-41ad-be6b-ced94ad1bef9-10,ea0db232-77e8-41ad-be6b-ced94ad1bef9,10,PART004,470,Each
64fac297-c8e6-4a6d-99e8-1482e6608f77-10,64fac297-c8e6-4a6d-99e8-1482e6608f77,10,ea0db232-77e8-41ad-be6b-ced94ad1bef9-20,ea0db232-77e8-41ad-be6b-ced94ad1bef9,20,PART003,340,Each
5a32a812-e6aa-41ed-846a-703c18d36a36-10,5a32a812-e6aa-41ed-846a-703c18d36a36,10,25296d21-3f60-4e9b-be12-c26e29d6b39d-10,25296d21-3f60-4e9b-be12-c26e29d6b39d,10,PART004,380,Each
a0cddc29-f6a4-4083-9f65-e03c39b6909a-10,a0cddc29-f6a4-4083-9f65-e03c39b6909a,10,cd67649c-7fa2-49cf-b742-684ca92d24fa-10,cd67649c-7fa2-49cf-b742-684ca92d24fa,10,PART004,360,Each
a0cddc29-f6a4-4083-9f65-e03c39b6909a-20,a0cddc29-f6a4-4083-9f65-e03c39b6909a,20,cd67649c-7fa2-49cf-b742-684ca92d24fa-20,cd67649c-7fa2-49cf-b742-684ca92d24fa,20,PART003-2,370,Each
9524f655-c341-4f9e-b386-96a5def8c0ba-10,9524f655-c341-4f9e-b386-96a5def8c0ba,10,8e20f72e-29fa-4e3b-bfae-057925f9d2c6-10,8e20f72e-29fa-4e3b-bfae-057925f9d2c6,10,PART003-3,123,Each
cf7ff4fd-95eb-4593-bc51-e58183917223-10,cf7ff4fd-95eb-4593-bc51-e58183917223,10,8e20f72e-29fa-4e3b-bfae-057925f9d2c6-10,8e20f72e-29fa-4e3b-bfae-057925f9d2c6,10,PART003-3,177,Each
2f047c67-c486-4e46-8c52-6214fbef74dd-10,2f047c67-c486-4e46-8c52-6214fbef74dd,10,20d2ca43-5bc7-47be-bbf1-66cc909b5ce5-10,20d2ca43-5bc7-47be-bbf1-66cc909b5ce5,10,PART005,450,Each
ac7ead3e-0760-4937-9488-c86b0829bd9c-10,ac7ead3e-0760-4937-9488-c86b0829bd9c,10,03267186-8a3b-4b59-ab5a-b33998d7b5a7-10,03267186-8a3b-4b59-ab5a-b33998d7b5a7,10,PART003-2,420,Each
ac7ead3e-0760-4937-9488-c86b0829bd9c-20,ac7ead3e-0760-4937-9488-c86b0829bd9c,20,03267186-8a3b-4b59-ab5a-b33998d7b5a7-20,03267186-8a3b-4b59-ab5a-b33998d7b5a7,20,PART001,400,Each
afd2a777-21b2-478e-8172-d5fb35464320-10,afd2a777-21b2-478e-8172-d5fb35464320,10,bf219910-c314-48b3-8153-9e3d28187220-10,bf219910-c314-48b3-8153-9e3d28187220,10,PART003,360,Each
1391d076-5ac9-4ccd-8030-943f190d59ed-10,1391d076-5ac9-4ccd-8030-943f190d59ed,10,bf219910-c314-48b3-8153-9e3d28187220-20,bf219910-c314-48b3-8153-9e3d28187220,20,PART006,140,Each
1391d076-5ac9-4ccd-8030-943f190d59ed-20,1391d076-5ac9-4ccd-8030-943f190d59ed,20,bf219910-c314-48b3-8153-9e3d28187220-30,bf219910-c314-48b3-8153-9e3d28187220,30,PART001,370,Each
e58dd56a-1eb3-488c-9fd9-00bbedcf3232-10,e58dd56a-1eb3-488c-9fd9-00bbedcf3232,10,231cdede-e377-4ceb-ae2e-21da74f20ab9-10,231cdede-e377-4ceb-ae2e-21da74f20ab9,10,PART001,170,Each
e58dd56a-1eb3-488c-9fd9-00bbedcf3232-20,e58dd56a-1eb3-488c-9fd9-00bbedcf3232,20,231cdede-e377-4ceb-ae2e-21da74f20ab9-20,231cdede-e377-4ceb-ae2e-21da74f20ab9,20,PART003-3,400,Each
cc71669e-9277-42ec-938d-1fcd4528ef79-10,cc71669e-9277-42ec-938d-1fcd4528ef79,10,7b55d6a4-f7f5-4396-b2c1-3d2a2eceff7e-10,7b55d6a4-f7f5-4396-b2c1-3d2a2eceff7e,10,PART005,290,Each
416d7a77-ddfb-4b8d-a794-8927ab9d9222-10,416d7a77-ddfb-4b8d-a794-8927ab9d9222,10,a0770e8b-cff0-4012-9ddc-8bf2274181e7-10,a0770e8b-cff0-4012-9ddc-8bf2274181e7,10,PART005,260,Each
05c077a8-1414-4716-87fc-045f5d2050a7-10,05c077a8-1414-4716-87fc-045f5d2050a7,10,a0770e8b-cff0-4012-9ddc-8bf2274181e7-20,a0770e8b-cff0-4012-9ddc-8bf2274181e7,20,PART003,300,Each
05c077a8-1414-4716-87fc-045f5d2050a7-20,05c077a8-1414-4716-87fc-045f5d2050a7,20,a0770e8b-cff0-4012-9ddc-8bf2274181e7-30,a0770e8b-cff0-4012-9ddc-8bf2274181e7,30,PART003-2,320,Each
cd466578-35b3-4746-8d3a-2b2c2a6c987f-10,cd466578-35b3-4746-8d3a-2b2c2a6c987f,10,d87d7db1-7f94-435b-abcf-27399a4d975e-10,d87d7db1-7f94-435b-abcf-27399a4d975e,10,PART006,90,Each
4db9dc33-c8db-4eb6-8748-afccf8d1dbae-10,4db9dc33-c8db-4eb6-8748-afccf8d1dbae,10,e855cea2-6752-417e-b883-8f8ece8f279f-10,e855cea2-6752-417e-b883-8f8ece8f279f,10,PART001,300,Each
e0827c9a-1c6b-456e-a51b-7d062e69fb71-10,e0827c9a-1c6b-456e-a51b-7d062e69fb71,10,a27a20e2-451e-41be-96a4-341b07083c95-20,a27a20e2-451e-41be-96a4-341b07083c95,20,PART003-2,110,Each
b9f11833-d16e-4bbe-b0e4-c35cb8311bcd-10,b9f11833-d16e-4bbe-b0e4-c35cb8311bcd,10,a27a20e2-451e-41be-96a4-341b07083c95-10,a27a20e2-451e-41be-96a4-341b07083c95,10,PART003,320,Each
b9f11833-d16e-4bbe-b0e4-c35cb8311bcd-20,b9f11833-d16e-4bbe-b0e4-c35cb8311bcd,20,a27a20e2-451e-41be-96a4-341b07083c95-30,a27a20e2-451e-41be-96a4-341b07083c95,30,PART003-3,290,Each
a727fe69-2394-43d4-bac0-660513ac2d8f-10,a727fe69-2394-43d4-bac0-660513ac2d8f,10,0117c64c-cfc3-4644-be0d-d7201cc77164-10,0117c64c-cfc3-4644-be0d-d7201cc77164,10,PART005,380,Each
a727fe69-2394-43d4-bac0-660513ac2d8f-20,a727fe69-2394-43d4-bac0-660513ac2d8f,20,0117c64c-cfc3-4644-be0d-d7201cc77164-20,0117c64c-cfc3-4644-be0d-d7201cc77164,20,PART003-2,130,Each
b6510526-91ce-474a-97d3-ab0a74c4a76f-10,b6510526-91ce-474a-97d3-ab0a74c4a76f,10,80d8c8e4-f3a8-4369-9c26-4b63449c7d76-10,80d8c8e4-f3a8-4369-9c26-4b63449c7d76,10,PART006,250,Each
b6510526-91ce-474a-97d3-ab0a74c4a76f-20,b6510526-91ce-474a-97d3-ab0a74c4a76f,20,80d8c8e4-f3a8-4369-9c26-4b63449c7d76-20,80d8c8e4-f3a8-4369-9c26-4b63449c7d76,20,PART002,460,Each
d8813514-2e88-4f8b-ae78-287f25dd2da4-10,d8813514-2e88-4f8b-ae78-287f25dd2da4,10,98495201-0d6a-4c77-be9e-ee462e42dc4f-10,98495201-0d6a-4c77-be9e-ee462e42dc4f,10,PART005,203,Each
74a90f53-42e0-4d55-8742-90a36c5f1dce-10,74a90f53-42e0-4d55-8742-90a36c5f1dce,10,98495201-0d6a-4c77-be9e-ee462e42dc4f-10,98495201-0d6a-4c77-be9e-ee462e42dc4f,10,PART005,87,Each
c9d4c10b-a6bb-4b24-a286-b6fb9e25108f-10,c9d4c10b-a6bb-4b24-a286-b6fb9e25108f,10,08769ead-def9-402c-a9f0-ce3e23287282-10,08769ead-def9-402c-a9f0-ce3e23287282,10,PART006,280,Each
c9d4c10b-a6bb-4b24-a286-b6fb9e25108f-20,c9d4c10b-a6bb-4b24-a286-b6fb9e25108f,20,08769ead-def9-402c-a9f0-ce3e23287282-20,08769ead-def9-402c-a9f0-ce3e23287282,20,PART003,350,Each
a081867b-5285-471c-945e-c30d9bc07472-10,a081867b-5285-471c-945e-c30d9bc07472,10,309ccaf5-6686-4de4-a0fd-27c48c8e9668-10,309ccaf5-6686-4de4-a0fd-27c48c8e9668,10,PART003,210,Each
90409490-4867-45f3-9ce4-7b467445475f-10,90409490-4867-45f3-9ce4-7b467445475f,10,ff6c946b-ca3d-4b65-9fae-ce079f05c017-20,ff6c946b-ca3d-4b65-9fae-ce079f05c017,20,PART003,330,Each
24a70604-dfa0-4549-b87f-d35d792486ab-10,24a70604-dfa0-4549-b87f-d35d792486ab,10,ff6c946b-ca3d-4b65-9fae-ce079f05c017-10,ff6c946b-ca3d-4b65-9fae-ce079f05c017,10,PART004,450,Each
cd522822-c53a-4681-bc38-3ae7dc1ed117-10,cd522822-c53a-4681-bc38-3ae7dc1ed117,10,faac9781-c075-45b8-b1d1-9b5f2fa4e4e5-10,faac9781-c075-45b8-b1d1-9b5f2fa4e4e5,10,PART004,310,Each
1b687114-adf6-41e2-a11f-c76bdd2c3aa3-10,1b687114-adf6-41e2-a11f-c76bdd2c3aa3,10,5760f4cb-40b2-4c5e-b445-231023f7f083-10,5760f4cb-40b2-4c5e-b445-231023f7f083,10,PART003,230,Each
182e0af4-a46c-4cb3-8fb7-04df2a252cb1-10,182e0af4-a46c-4cb3-8fb7-04df2a252cb1,10,30e80ca3-9bc6-42f9-b4f0-8368e9c8da64-20,30e80ca3-9bc6-42f9-b4f0-8368e9c8da64,20,PART006,320,Each
f9149cda-9d1e-47a6-bc56-63c3f36c1c88-10,f9149cda-9d1e-47a6-bc56-63c3f36c1c88,10,30e80ca3-9bc6-42f9-b4f0-8368e9c8da64-10,30e80ca3-9bc6-42f9-b4f0-8368e9c8da64,10,PART001,330,Each
e4fb5e1c-812b-47ec-9c09-1ca08bfa7c4d-10,e4fb5e1c-812b-47ec-9c09-1ca08bfa7c4d,10,c4891636-9da2-48e2-8aa7-9e9892291c74-10,c4891636-9da2-48e2-8aa7-9e9892291c74,10,PART005,170,Each
e4fb5e1c-812b-47ec-9c09-1ca08bfa7c4d-20,e4fb5e1c-812b-47ec-9c09-1ca08bfa7c4d,20,c4891636-9da2-48e2-8aa7-9e9892291c74-20,c4891636-9da2-48e2-8aa7-9e9892291c74,20,PART003,240,Each
2c768216-da55-42a1-9883-ae7c8d583595-10,2c768216-da55-42a1-9883-ae7c8d583595,10,68775085-576e-4bc4-b162-a2c9b656c53e-10,68775085-576e-4bc4-b162-a2c9b656c53e,10,PART005,360,Each
2c768216-da55-42a1-9883-ae7c8d583595-20,2c768216-da55-42a1-9883-ae7c8d583595,20,68775085-576e-4bc4-b162-a2c9b656c53e-20,68775085-576e-4bc4-b162-a2c9b656c53e,20,PART004,410,Each
2c768216-da55-42a1-9883-ae7c8d583595-30,2c768216-da55-42a1-9883-ae7c8d583595,30,68775085-576e-4bc4-b162-a2c9b656c53e-30,68775085-576e-4bc4-b162-a2c9b656c53e,30,PART001,100,Each
19bd4e5b-9c2d-4344-a315-8730c8b9a93b-10,19bd4e5b-9c2d-4344-a315-8730c8b9a93b,10,942f6a86-a075-4651-95dc-2219cddfb30b-10,942f6a86-a075-4651-95dc-2219cddfb30b,10,PART002,144,Each
584b430d-75f4-4fa4-aaa6-7ad394de50df-10,584b430d-75f4-4fa4-aaa6-7ad394de50df,10,942f6a86-a075-4651-95dc-2219cddfb30b-10,942f6a86-a075-4651-95dc-2219cddfb30b,10,PART002,306,Each
ebe5549c-df97-4bd7-9a98-10da72437294-10,ebe5549c-df97-4bd7-9a98-10da72437294,10,7e699997-494e-4837-a10c-05bc24ba9d25-10,7e699997-494e-4837-a10c-05bc24ba9d25,10,PART003-2,420,Each
43a3bfc6-daac-4c2c-a523-cc2eaa6be310-10,43a3bfc6-daac-4c2c-a523-cc2eaa6be310,10,dce8acec-592c-4381-addd-964b411f6f14-10,dce8acec-592c-4381-addd-964b411f6f14,10,PART003-3,210,Each
43a3bfc6-daac-4c2c-a523-cc2eaa6be310-20,43a3bfc6-daac-4c2c-a523-cc2eaa6be310,20,dce8acec-592c-4381-addd-964b411f6f14-20,dce8acec-592c-4381-addd-964b411f6f14,20,PART003-2,60,Each
5f0596b6-936b-46a3-aa14-2ccc69382161-10,5f0596b6-936b-46a3-aa14-2ccc69382161,10,ec8195f9-0db0-4bdc-bdee-91fa9db7bfc1-10,ec8195f9-0db0-4bdc-bdee-91fa9db7bfc1,10,PART004,470,Each
6d737ff1-5c20-4d0e-a664-293374b7f687-10,6d737ff1-5c20-4d0e-a664-293374b7f687,10,ec8195f9-0db0-4bdc-bdee-91fa9db7bfc1-20,ec8195f9-0db0-4bdc-bdee-91fa9db7bfc1,20,PART005,200,Each
6d737ff1-5c20-4d0e-a664-293374b7f687-20,6d737ff1-5c20-4d0e-a664-293374b7f687,20,ec8195f9-0db0-4bdc-bdee-91fa9db7bfc1-30,ec8195f9-0db0-4bdc-bdee-91fa9db7bfc1,30,PART006,220,Each
b6b981b3-da30-467a-bbe9-3e7dd79fb391-10,b6b981b3-da30-467a-bbe9-3e7dd79fb391,10,17e0b2e6-a788-45e2-b6b6-8417b6f6bb23-10,17e0b2e6-a788-45e2-b6b6-8417b6f6bb23,10,PART004,370,Each
b6b981b3-da30-467a-bbe9-3e7dd79fb391-20,b6b981b3-da30-467a-bbe9-3e7dd79fb391,20,17e0b2e6-a788-45e2-b6b6-8417b6f6bb23-20,17e0b2e6-a788-45e2-b6b6-8417b6f6bb23,20,PART005,450,Each
b6b981b3-da30-467a-bbe9-3e7dd79fb391-30,b6b981b3-da30-467a-bbe9-3e7dd79fb391,30,17e0b2e6-a788-45e2-b6b6-8417b6f6bb23-30,17e0b2e6-a788-45e2-b6b6-8417b6f6bb23,30,PART002,340,Each
507b072b-b209-4bc7-9d2d-ed078be26b5c-10,507b072b-b209-4bc7-9d2d-ed078be26b5c,10,7e78000c-cf9a-4528-8c8e-32c37729d0de-10,7e78000c-cf9a-4528-8c8e-32c37729d0de,10,PART003-2,120,Each
507b072b-b209-4bc7-9d2d-ed078be26b5c-20,507b072b-b209-4bc7-9d2d-ed078be26b5c,20,7e78000c-cf9a-4528-8c8e-32c37729d0de-20,7e78000c-cf9a-4528-8c8e-32c37729d0de,20,PART005,260,Each
a3efcfc6-f0ee-41b7-9dce-bc77fd1fff5e-10,a3efcfc6-f0ee-41b7-9dce-bc77fd1fff5e,10,14e18dba-4736-470d-96dc-855aab49029f-20,14e18dba-4736-470d-96dc-855aab49029f,20,PART004,70,Each
badd8be0-273b-4f79-952b-1154766c5a78-10,badd8be0-273b-4f79-952b-1154766c5a78,10,14e18dba-4736-470d-96dc-855aab49029f-10,14e18dba-4736-470d-96dc-855aab49029f,10,PART003-2,410,Each
920d60fd-161b-4493-a103-72218c6ba40e-10,920d60fd-161b-4493-a103-72218c6ba40e,10,a76b07dd-4b04-405c-b953-a4ec89059ec0-10,a76b07dd-4b04-405c-b953-a4ec89059ec0,10,PART004,130,Each
c75d1f9b-1711-4bb2-8a5a-da08a91ce6ee-10,c75d1f9b-1711-4bb2-8a5a-da08a91ce6ee,10,f11ee98a-3546-401d-8927-6d6528d3e3a4-10,f11ee98a-3546-401d-8927-6d6528d3e3a4,10,PART003-2,470,Each
c75d1f9b-1711-4bb2-8a5a-da08a91ce6ee-20,c75d1f9b-1711-4bb2-8a5a-da08a91ce6ee,20,f11ee98a-3546-401d-8927-6d6528d3e3a4-20,f11ee98a-3546-401d-8927-6d6528d3e3a4,20,PART003-3,420,Each
ec13404d-5bcc-488c-8d57-de1cc7526e76-10,ec13404d-5bcc-488c-8d57-de1cc7526e76,10,bc59e487-f26f-4fa3-a8bb-f94f254312cb-10,bc59e487-f26f-4fa3-a8bb-f94f254312cb,10,PART005,270,Each
8847c57a-9ec9-4fff-9a4d-926d5a3c3bc7-10,8847c57a-9ec9-4fff-9a4d-926d5a3c3bc7,10,bc59e487-f26f-4fa3-a8bb-f94f254312cb-20,bc59e487-f26f-4fa3-a8bb-f94f254312cb,20,PART002,170,Each
cc71f9e2-30ee-489e-a25c-e6074f694606-10,cc71f9e2-30ee-489e-a25c-e6074f694606,10,749c8529-2b2f-4930-9680-3bb8d7739b8b-10,749c8529-2b2f-4930-9680-3bb8d7739b8b,10,PART002,190,Each
cc71f9e2-30ee-489e-a25c-e6074f694606-20,cc71f9e2-30ee-489e-a25c-e6074f694606,20,749c8529-2b2f-4930-9680-3bb8d7739b8b-20,749c8529-2b2f-4930-9680-3bb8d7739b8b,20,PART004,130,Each
cc71f9e2-30ee-489e-a25c-e6074f694606-30,cc71f9e2-30ee-489e-a25c-e6074f694606,30,749c8529-2b2f-4930-9680-3bb8d7739b8b-30,749c8529-2b2f-4930-9680-3bb8d7739b8b,30,PART003,130,Each
bc8f9a8f-cc0d-4beb-b10f-7418e28843dc-10,bc8f9a8f-cc0d-4beb-b10f-7418e28843dc,10,93784050-74b9-408d-83a9-bc9c3e2f6462-10,93784050-74b9-408d-83a9-bc9c3e2f6462,10,PART006,370,Each
bc8f9a8f-cc0d-4beb-b10f-7418e28843dc-20,bc8f9a8f-cc0d-4beb-b10f-7418e28843dc,20,93784050-74b9-408d-83a9-bc9c3e2f6462-20,93784050-74b9-408d-83a9-bc9c3e2f6462,20,PART003-1,50,Each
08826632-d492-4919-86e5-b9299523a970-10,08826632-d492-4919-86e5-b9299523a970,10,d20a5406-17fe-4d51-85d3-d45f272e9a85-10,d20a5406-17fe-4d51-85d3-d45f272e9a85,10,PART006,169,Each
f765e715-ea23-49a4-81db-3adb4cf24e6a-10,f765e715-ea23-49a4-81db-3adb4cf24e6a,10,d20a5406-17fe-4d51-85d3-d45f272e9a85-10,d20a5406-17fe-4d51-85d3-d45f272e9a85,10,PART006,301,Each
d375d87a-e9a4-4df7-b157-0144d32b7967-10,d375d87a-e9a4-4df7-b157-0144d32b7967,10,b90739c8-a476-4181-a6d4-3b4a97bd5c2e-10,b90739c8-a476-4181-a6d4-3b4a97bd5c2e,10,PART003-1,270,Each
d375d87a-e9a4-4df7-b157-0144d32b7967-20,d375d87a-e9a4-4df7-b157-0144d32b7967,20,b90739c8-a476-4181-a6d4-3b4a97bd5c2e-20,b90739c8-a476-4181-a6d4-3b4a97bd5c2e,20,PART004,70,Each
d375d87a-e9a4-4df7-b157-0144d32b7967-30,d375d87a-e9a4-4df7-b157-0144d32b7967,30,b90739c8-a476-4181-a6d4-3b4a97bd5c2e-30,b90739c8-a476-4181-a6d4-3b4a97bd5c2e,30,PART003-3,370,Each
b6381914-e3a7-433d-ae21-156691c0409a-10,b6381914-e3a7-433d-ae21-156691c0409a,10,c45f5a94-ffe9-4444-9189-d52cd544ed8b-10,c45f5a94-ffe9-4444-9189-d52cd544ed8b,10,PART006,170,Each
b6381914-e3a7-433d-ae21-156691c0409a-20,b6381914-e3a7-433d-ae21-156691c0409a,20,c45f5a94-ffe9-4444-9189-d52cd544ed8b-20,c45f5a94-ffe9-4444-9189-d52cd544ed8b,20,PART001,180,Each
f8f1a2e4-e7a7-4f89-8e11-aa67c9ac269b-10,f8f1a2e4-e7a7-4f89-8e11-aa67c9ac269b,10,734f5a64-5e49-4f73-bba3-eb92e3852be4-20,734f5a64-5e49-4f73-bba3-eb92e3852be4,20,PART003,140,Each
15b562ba-889b-4cc0-bec0-726d3a9790d9-10,15b562ba-889b-4cc0-bec0-726d3a9790d9,10,734f5a64-5e49-4f73-bba3-eb92e3852be4-10,734f5a64-5e49-4f73-bba3-eb92e3852be4,10,PART002,70,Each
638e33ff-13a7-4424-83e9-5f477f9ca177-10,638e33ff-13a7-4424-83e9-5f477f9ca177,10,9b5b7afe-ac2f-4751-93d9-9dc8b8bb55d1-10,9b5b7afe-ac2f-4751-93d9-9dc8b8bb55d1,10,PART003,100,Each
