ID,purchaseOrderId,lineNumber,ProductId,Quantity,unitOfMeasure,Status,Value,valueCurrency
246e13a3-7d1e-41a1-b2dc-83350fe837d7-20,246e13a3-7d1e-41a1-b2dc-83350fe837d7,20,PART003,280,Each,Active,42000,USD
da03895c-92f3-4691-a076-3782b83f1c58-10,da03895c-92f3-4691-a076-3782b83f1c58,10,PART003,220,Each,Active,33000,USD
da03895c-92f3-4691-a076-3782b83f1c58-20,da03895c-92f3-4691-a076-3782b83f1c58,20,PART003-3,280,Each,Active,56000,USD
da03895c-92f3-4691-a076-3782b83f1c58-30,da03895c-92f3-4691-a076-3782b83f1c58,30,PART003-1,330,Each,Active,33000,USD
372a1da9-6b2d-4458-8479-1cfe6a124714-10,372a1da9-6b2d-4458-8479-1cfe6a124714,10,PART005,270,Each,Active,40500,USD
f8de4715-8812-4acb-a095-44f7c49576f1-10,f8de4715-8812-4acb-a095-44f7c49576f1,10,PART003,360,Each,Active,54000,USD
f8de4715-8812-4acb-a095-44f7c49576f1-20,f8de4715-8812-4acb-a095-44f7c49576f1,20,PART003-1,310,Each,Active,31000,USD
d0178f7e-77f9-4ed7-9163-e12dbb53e8f3-10,d0178f7e-77f9-4ed7-9163-e12dbb53e8f3,10,PART006,250,Each,Active,50000,USD
d0178f7e-77f9-4ed7-9163-e12dbb53e8f3-20,d0178f7e-77f9-4ed7-9163-e12dbb53e8f3,20,PART003-2,100,Each,Active,15000,USD
713cbb2a-ef1a-4e30-8825-bb3b5e3572f5-10,713cbb2a-ef1a-4e30-8825-bb3b5e3572f5,10,PART001,170,Each,Active,38250,USD
713cbb2a-ef1a-4e30-8825-bb3b5e3572f5-20,713cbb2a-ef1a-4e30-8825-bb3b5e3572f5,20,PART002,60,Each,Active,4500,USD
713cbb2a-ef1a-4e30-8825-bb3b5e3572f5-30,713cbb2a-ef1a-4e30-8825-bb3b5e3572f5,30,PART005,190,Each,Active,28500,USD
9ff9551b-4c82-4b3f-bc3f-b1fb969c1c4e-10,9ff9551b-4c82-4b3f-bc3f-b1fb969c1c4e,10,PART006,330,Each,Active,66000,USD
9ff9551b-4c82-4b3f-bc3f-b1fb969c1c4e-20,9ff9551b-4c82-4b3f-bc3f-b1fb969c1c4e,20,PART003,240,Each,Active,36000,USD
fd6ff0e8-3288-4532-bbf4-4b32735d26ee-10,fd6ff0e8-3288-4532-bbf4-4b32735d26ee,10,PART003-2,50,Each,Active,7500,USD
fd6ff0e8-3288-4532-bbf4-4b32735d26ee-20,fd6ff0e8-3288-4532-bbf4-4b32735d26ee,20,PART003-1,390,Each,Active,39000,USD
6c9e7ad5-78fd-4973-a072-eefb50c12210-10,6c9e7ad5-78fd-4973-a072-eefb50c12210,10,PART003-3,60,Each,Active,12000,USD
6c9e7ad5-78fd-4973-a072-eefb50c12210-20,6c9e7ad5-78fd-4973-a072-eefb50c12210,20,PART005,380,Each,Active,57000,USD
c58f72d7-9cce-402c-b0d5-e58806a01e44-10,c58f72d7-9cce-402c-b0d5-e58806a01e44,10,PART003-3,230,Each,Active,46000,USD
c58f72d7-9cce-402c-b0d5-e58806a01e44-20,c58f72d7-9cce-402c-b0d5-e58806a01e44,20,PART003-2,320,Each,Active,48000,USD
dde72439-2325-4845-abb6-4dc6948a7f34-10,dde72439-2325-4845-abb6-4dc6948a7f34,10,PART003,90,Each,Active,13500,USD
dde72439-2325-4845-abb6-4dc6948a7f34-20,dde72439-2325-4845-abb6-4dc6948a7f34,20,PART004,160,Each,Active,28000,USD
dde72439-2325-4845-abb6-4dc6948a7f34-30,dde72439-2325-4845-abb6-4dc6948a7f34,30,PART003-1,180,Each,Active,18000,USD
5a1a1625-a60b-4988-a4ac-701e4a77ad3a-10,5a1a1625-a60b-4988-a4ac-701e4a77ad3a,10,PART003,90,Each,Active,13500,USD
6fcc5b83-9f56-4335-8186-c94bf1e539d9-10,6fcc5b83-9f56-4335-8186-c94bf1e539d9,10,PART002,100,Each,Active,7500,USD
6fcc5b83-9f56-4335-8186-c94bf1e539d9-20,6fcc5b83-9f56-4335-8186-c94bf1e539d9,20,PART001,210,Each,Active,47250,USD
a38434c9-2743-4201-af71-50a1ba679b64-10,a38434c9-2743-4201-af71-50a1ba679b64,10,PART003,80,Each,Active,12000,USD
a7d2c954-f453-4664-9f93-f4d7fac855d9-10,a7d2c954-f453-4664-9f93-f4d7fac855d9,10,PART005,290,Each,Active,43500,USD
7bb1627d-239f-4fb9-b148-449295a94460-10,7bb1627d-239f-4fb9-b148-449295a94460,10,PART002,100,Each,Active,7500,USD
e474efcc-8245-4d3a-9298-61f9b67427c1-10,e474efcc-8245-4d3a-9298-61f9b67427c1,10,PART006,160,Each,Active,32000,USD
93d0a9b4-3055-4169-835e-43924ece3363-10,93d0a9b4-3055-4169-835e-43924ece3363,10,PART003-3,420,Each,Active,84000,USD
93d0a9b4-3055-4169-835e-43924ece3363-20,93d0a9b4-3055-4169-835e-43924ece3363,20,PART004,370,Each,Active,64750,USD
a0f52bc5-d89e-4628-b869-42d8bfdbdd3c-10,a0f52bc5-d89e-4628-b869-42d8bfdbdd3c,10,PART006,110,Each,Active,22000,USD
a0f52bc5-d89e-4628-b869-42d8bfdbdd3c-20,a0f52bc5-d89e-4628-b869-42d8bfdbdd3c,20,PART004,100,Each,Active,17500,USD
a0f52bc5-d89e-4628-b869-42d8bfdbdd3c-30,a0f52bc5-d89e-4628-b869-42d8bfdbdd3c,30,PART005,120,Each,Active,18000,USD
79e3de9f-bd4c-4b9d-8347-523de36a11e7-10,79e3de9f-bd4c-4b9d-8347-523de36a11e7,10,PART004,140,Each,Active,24500,USD
79e3de9f-bd4c-4b9d-8347-523de36a11e7-20,79e3de9f-bd4c-4b9d-8347-523de36a11e7,20,PART002,380,Each,Active,28500,USD
33b0e65e-5e5b-44ae-afb8-ae6baa734aea-10,33b0e65e-5e5b-44ae-afb8-ae6baa734aea,10,PART006,280,Each,Active,56000,USD
abf05e0e-2a44-45d6-b21b-1e9b99d5412b-10,abf05e0e-2a44-45d6-b21b-1e9b99d5412b,10,PART006,340,Each,Active,68000,USD
abf05e0e-2a44-45d6-b21b-1e9b99d5412b-20,abf05e0e-2a44-45d6-b21b-1e9b99d5412b,20,PART002,110,Each,Active,8250,USD
16bc1dcd-b93d-4c62-b61e-5d5c16ca7d3b-10,16bc1dcd-b93d-4c62-b61e-5d5c16ca7d3b,10,PART005,100,Each,Active,15000,USD
5beba8f2-5ec8-4ccf-9db4-ca2eda1daa9b-10,5beba8f2-5ec8-4ccf-9db4-ca2eda1daa9b,10,PART003-2,320,Each,Active,48000,USD
5beba8f2-5ec8-4ccf-9db4-ca2eda1daa9b-20,5beba8f2-5ec8-4ccf-9db4-ca2eda1daa9b,20,PART001,480,Each,Active,108000,USD
5beba8f2-5ec8-4ccf-9db4-ca2eda1daa9b-30,5beba8f2-5ec8-4ccf-9db4-ca2eda1daa9b,30,PART003,270,Each,Active,40500,USD
8169f94b-eda3-470d-9c5e-eff192465978-10,8169f94b-eda3-470d-9c5e-eff192465978,10,PART003-1,470,Each,Active,47000,USD
8169f94b-eda3-470d-9c5e-eff192465978-20,8169f94b-eda3-470d-9c5e-eff192465978,20,PART003-2,270,Each,Active,40500,USD
fb9c0f8d-e839-4256-a9bd-3c4357abd932-10,fb9c0f8d-e839-4256-a9bd-3c4357abd932,10,PART003,180,Each,Active,27000,USD
fb9c0f8d-e839-4256-a9bd-3c4357abd932-20,fb9c0f8d-e839-4256-a9bd-3c4357abd932,20,PART003-3,500,Each,Active,100000,USD
52a3100d-bc64-454e-b899-4a6478f61588-10,52a3100d-bc64-454e-b899-4a6478f61588,10,PART003-3,180,Each,Active,36000,USD
62705649-aac7-44d4-8d08-e33ae59851b1-10,62705649-aac7-44d4-8d08-e33ae59851b1,10,PART002,250,Each,Active,18750,USD
62705649-aac7-44d4-8d08-e33ae59851b1-20,62705649-aac7-44d4-8d08-e33ae59851b1,20,PART003-1,200,Each,Active,20000,USD
62705649-aac7-44d4-8d08-e33ae59851b1-30,62705649-aac7-44d4-8d08-e33ae59851b1,30,PART003,230,Each,Active,34500,USD
0a3f3e20-6843-4d97-9921-8807fff4bd64-10,0a3f3e20-6843-4d97-9921-8807fff4bd64,10,PART003-2,330,Each,Active,49500,USD
0a3f3e20-6843-4d97-9921-8807fff4bd64-20,0a3f3e20-6843-4d97-9921-8807fff4bd64,20,PART003-1,390,Each,Active,39000,USD
6989a2c7-e158-4555-ab80-bb9fd53db2a8-10,6989a2c7-e158-4555-ab80-bb9fd53db2a8,10,PART006,450,Each,Active,90000,USD
6989a2c7-e158-4555-ab80-bb9fd53db2a8-20,6989a2c7-e158-4555-ab80-bb9fd53db2a8,20,PART003-1,280,Each,Active,28000,USD
e64a14c2-c65d-4c54-9464-935288ed28cf-10,e64a14c2-c65d-4c54-9464-935288ed28cf,10,PART005,240,Each,Active,36000,USD
3d8ee15b-b3fb-4832-b406-a27628899ead-10,3d8ee15b-b3fb-4832-b406-a27628899ead,10,PART001,450,Each,Active,101250,USD
3d8ee15b-b3fb-4832-b406-a27628899ead-20,3d8ee15b-b3fb-4832-b406-a27628899ead,20,PART005,200,Each,Active,30000,USD
3d8ee15b-b3fb-4832-b406-a27628899ead-30,3d8ee15b-b3fb-4832-b406-a27628899ead,30,PART006,470,Each,Active,94000,USD
59869769-1068-4bcc-932b-81be0d8d8105-10,59869769-1068-4bcc-932b-81be0d8d8105,10,PART005,60,Each,Active,9000,USD
59869769-1068-4bcc-932b-81be0d8d8105-20,59869769-1068-4bcc-932b-81be0d8d8105,20,PART001,300,Each,Active,67500,USD
11b7feb5-a516-420a-ac24-e64b1af91651-10,11b7feb5-a516-420a-ac24-e64b1af91651,10,PART003-1,290,Each,Active,29000,USD
11b7feb5-a516-420a-ac24-e64b1af91651-20,11b7feb5-a516-420a-ac24-e64b1af91651,20,PART003,70,Each,Active,10500,USD
11b7feb5-a516-420a-ac24-e64b1af91651-30,11b7feb5-a516-420a-ac24-e64b1af91651,30,PART006,440,Each,Active,88000,USD
56e5efe5-bbb5-434e-9911-2984d50b5fa7-10,56e5efe5-bbb5-434e-9911-2984d50b5fa7,10,PART003-3,330,Each,Active,66000,USD
56e5efe5-bbb5-434e-9911-2984d50b5fa7-20,56e5efe5-bbb5-434e-9911-2984d50b5fa7,20,PART001,440,Each,Active,99000,USD
56e5efe5-bbb5-434e-9911-2984d50b5fa7-30,56e5efe5-bbb5-434e-9911-2984d50b5fa7,30,PART006,300,Each,Active,60000,USD
55de2251-2fae-415b-9185-4d85d5ebe4dd-10,55de2251-2fae-415b-9185-4d85d5ebe4dd,10,PART003-1,80,Each,Active,8000,USD
55de2251-2fae-415b-9185-4d85d5ebe4dd-20,55de2251-2fae-415b-9185-4d85d5ebe4dd,20,PART003,290,Each,Active,43500,USD
4434e929-d47f-4096-899e-e7d1165b1e79-10,4434e929-d47f-4096-899e-e7d1165b1e79,10,PART004,370,Each,Active,64750,USD
4434e929-d47f-4096-899e-e7d1165b1e79-20,4434e929-d47f-4096-899e-e7d1165b1e79,20,PART003-3,440,Each,Active,88000,USD
4434e929-d47f-4096-899e-e7d1165b1e79-30,4434e929-d47f-4096-899e-e7d1165b1e79,30,PART006,390,Each,Active,78000,USD
0e5dd4a9-18e7-4f81-a923-a2d99c8a9aa4-10,0e5dd4a9-18e7-4f81-a923-a2d99c8a9aa4,10,PART005,390,Each,Active,58500,USD
15431dc8-2692-4f62-b7f9-63c970a27002-10,15431dc8-2692-4f62-b7f9-63c970a27002,10,PART003,90,Each,Active,13500,USD
1f1f8b05-84fd-43e0-9407-7cc60f51f891-10,1f1f8b05-84fd-43e0-9407-7cc60f51f891,10,PART003,360,Each,Active,54000,USD
f5237b81-0f53-4492-9a69-f9d53554757d-10,f5237b81-0f53-4492-9a69-f9d53554757d,10,PART003-2,180,Each,Active,27000,USD
f5237b81-0f53-4492-9a69-f9d53554757d-20,f5237b81-0f53-4492-9a69-f9d53554757d,20,PART003-1,410,Each,Active,41000,USD
ea0db232-77e8-41ad-be6b-ced94ad1bef9-10,ea0db232-77e8-41ad-be6b-ced94ad1bef9,10,PART004,470,Each,Active,82250,USD
ea0db232-77e8-41ad-be6b-ced94ad1bef9-20,ea0db232-77e8-41ad-be6b-ced94ad1bef9,20,PART003,340,Each,Active,51000,USD
25296d21-3f60-4e9b-be12-c26e29d6b39d-10,25296d21-3f60-4e9b-be12-c26e29d6b39d,10,PART004,380,Each,Active,66500,USD
cd67649c-7fa2-49cf-b742-684ca92d24fa-10,cd67649c-7fa2-49cf-b742-684ca92d24fa,10,PART004,360,Each,Active,63000,USD
cd67649c-7fa2-49cf-b742-684ca92d24fa-20,cd67649c-7fa2-49cf-b742-684ca92d24fa,20,PART003-2,370,Each,Active,55500,USD
8e20f72e-29fa-4e3b-bfae-057925f9d2c6-10,8e20f72e-29fa-4e3b-bfae-057925f9d2c6,10,PART003-3,300,Each,Active,60000,USD
20d2ca43-5bc7-47be-bbf1-66cc909b5ce5-10,20d2ca43-5bc7-47be-bbf1-66cc909b5ce5,10,PART005,450,Each,Active,67500,USD
03267186-8a3b-4b59-ab5a-b33998d7b5a7-10,03267186-8a3b-4b59-ab5a-b33998d7b5a7,10,PART003-2,420,Each,Active,63000,USD
03267186-8a3b-4b59-ab5a-b33998d7b5a7-20,03267186-8a3b-4b59-ab5a-b33998d7b5a7,20,PART001,400,Each,Active,90000,USD
bf219910-c314-48b3-8153-9e3d28187220-10,bf219910-c314-48b3-8153-9e3d28187220,10,PART003,360,Each,Active,54000,USD
bf219910-c314-48b3-8153-9e3d28187220-20,bf219910-c314-48b3-8153-9e3d28187220,20,PART006,140,Each,Active,28000,USD
bf219910-c314-48b3-8153-9e3d28187220-30,bf219910-c314-48b3-8153-9e3d28187220,30,PART001,370,Each,Active,83250,USD
231cdede-e377-4ceb-ae2e-21da74f20ab9-10,231cdede-e377-4ceb-ae2e-21da74f20ab9,10,PART001,170,Each,Active,38250,USD
231cdede-e377-4ceb-ae2e-21da74f20ab9-20,231cdede-e377-4ceb-ae2e-21da74f20ab9,20,PART003-3,400,Each,Active,80000,USD
7b55d6a4-f7f5-4396-b2c1-3d2a2eceff7e-10,7b55d6a4-f7f5-4396-b2c1-3d2a2eceff7e,10,PART005,290,Each,Active,43500,USD
a0770e8b-cff0-4012-9ddc-8bf2274181e7-10,a0770e8b-cff0-4012-9ddc-8bf2274181e7,10,PART005,260,Each,Active,39000,USD
a0770e8b-cff0-4012-9ddc-8bf2274181e7-20,a0770e8b-cff0-4012-9ddc-8bf2274181e7,20,PART003,300,Each,Active,45000,USD
a0770e8b-cff0-4012-9ddc-8bf2274181e7-30,a0770e8b-cff0-4012-9ddc-8bf2274181e7,30,PART003-2,320,Each,Active,48000,USD
d87d7db1-7f94-435b-abcf-27399a4d975e-10,d87d7db1-7f94-435b-abcf-27399a4d975e,10,PART006,90,Each,Active,18000,USD
e855cea2-6752-417e-b883-8f8ece8f279f-10,e855cea2-6752-417e-b883-8f8ece8f279f,10,PART001,300,Each,Active,67500,USD
a27a20e2-451e-41be-96a4-341b07083c95-10,a27a20e2-451e-41be-96a4-341b07083c95,10,PART003,320,Each,Active,48000,USD
a27a20e2-451e-41be-96a4-341b07083c95-20,a27a20e2-451e-41be-96a4-341b07083c95,20,PART003-2,110,Each,Active,16500,USD
a27a20e2-451e-41be-96a4-341b07083c95-30,a27a20e2-451e-41be-96a4-341b07083c95,30,PART003-3,290,Each,Active,58000,USD
0117c64c-cfc3-4644-be0d-d7201cc77164-10,0117c64c-cfc3-4644-be0d-d7201cc77164,10,PART005,380,Each,Active,57000,USD
0117c64c-cfc3-4644-be0d-d7201cc77164-20,0117c64c-cfc3-4644-be0d-d7201cc77164,20,PART003-2,130,Each,Active,19500,USD
80d8c8e4-f3a8-4369-9c26-4b63449c7d76-10,80d8c8e4-f3a8-4369-9c26-4b63449c7d76,10,PART006,250,Each,Active,50000,USD
80d8c8e4-f3a8-4369-9c26-4b63449c7d76-20,80d8c8e4-f3a8-4369-9c26-4b63449c7d76,20,PART002,460,Each,Active,34500,USD
98495201-0d6a-4c77-be9e-ee462e42dc4f-10,98495201-0d6a-4c77-be9e-ee462e42dc4f,10,PART005,290,Each,Active,43500,USD
08769ead-def9-402c-a9f0-ce3e23287282-10,08769ead-def9-402c-a9f0-ce3e23287282,10,PART006,280,Each,Active,56000,USD
08769ead-def9-402c-a9f0-ce3e23287282-20,08769ead-def9-402c-a9f0-ce3e23287282,20,PART003,350,Each,Active,52500,USD
309ccaf5-6686-4de4-a0fd-27c48c8e9668-10,309ccaf5-6686-4de4-a0fd-27c48c8e9668,10,PART003,210,Each,Active,31500,USD
ff6c946b-ca3d-4b65-9fae-ce079f05c017-10,ff6c946b-ca3d-4b65-9fae-ce079f05c017,10,PART004,450,Each,Active,78750,USD
ff6c946b-ca3d-4b65-9fae-ce079f05c017-20,ff6c946b-ca3d-4b65-9fae-ce079f05c017,20,PART003,330,Each,Active,49500,USD
faac9781-c075-45b8-b1d1-9b5f2fa4e4e5-10,faac9781-c075-45b8-b1d1-9b5f2fa4e4e5,10,PART004,310,Each,Active,54250,USD
5760f4cb-40b2-4c5e-b445-231023f7f083-10,5760f4cb-40b2-4c5e-b445-231023f7f083,10,PART003,230,Each,Active,34500,USD
30e80ca3-9bc6-42f9-b4f0-8368e9c8da64-10,30e80ca3-9bc6-42f9-b4f0-8368e9c8da64,10,PART001,330,Each,Active,74250,USD
30e80ca3-9bc6-42f9-b4f0-8368e9c8da64-20,30e80ca3-9bc6-42f9-b4f0-8368e9c8da64,20,PART006,320,Each,Active,64000,USD
c4891636-9da2-48e2-8aa7-9e9892291c74-10,c4891636-9da2-48e2-8aa7-9e9892291c74,10,PART005,170,Each,Active,25500,USD
c4891636-9da2-48e2-8aa7-9e9892291c74-20,c4891636-9da2-48e2-8aa7-9e9892291c74,20,PART003,240,Each,Active,36000,USD
68775085-576e-4bc4-b162-a2c9b656c53e-10,68775085-576e-4bc4-b162-a2c9b656c53e,10,PART005,360,Each,Active,54000,USD
68775085-576e-4bc4-b162-a2c9b656c53e-20,68775085-576e-4bc4-b162-a2c9b656c53e,20,PART004,410,Each,Active,71750,USD
68775085-576e-4bc4-b162-a2c9b656c53e-30,68775085-576e-4bc4-b162-a2c9b656c53e,30,PART001,100,Each,Active,22500,USD
942f6a86-a075-4651-95dc-2219cddfb30b-10,942f6a86-a075-4651-95dc-2219cddfb30b,10,PART002,450,Each,Active,33750,USD
7e699997-494e-4837-a10c-05bc24ba9d25-10,7e699997-494e-4837-a10c-05bc24ba9d25,10,PART003-2,420,Each,Active,63000,USD
dce8acec-592c-4381-addd-964b411f6f14-10,dce8acec-592c-4381-addd-964b411f6f14,10,PART003-3,210,Each,Active,42000,USD
dce8acec-592c-4381-addd-964b411f6f14-20,dce8acec-592c-4381-addd-964b411f6f14,20,PART003-2,60,Each,Active,9000,USD
ec8195f9-0db0-4bdc-bdee-91fa9db7bfc1-10,ec8195f9-0db0-4bdc-bdee-91fa9db7bfc1,10,PART004,470,Each,Active,82250,USD
ec8195f9-0db0-4bdc-bdee-91fa9db7bfc1-20,ec8195f9-0db0-4bdc-bdee-91fa9db7bfc1,20,PART005,200,Each,Active,30000,USD
ec8195f9-0db0-4bdc-bdee-91fa9db7bfc1-30,ec8195f9-0db0-4bdc-bdee-91fa9db7bfc1,30,PART006,220,Each,Active,44000,USD
17e0b2e6-a788-45e2-b6b6-8417b6f6bb23-10,17e0b2e6-a788-45e2-b6b6-8417b6f6bb23,10,PART004,370,Each,Active,64750,USD
17e0b2e6-a788-45e2-b6b6-8417b6f6bb23-20,17e0b2e6-a788-45e2-b6b6-8417b6f6bb23,20,PART005,450,Each,Active,67500,USD
17e0b2e6-a788-45e2-b6b6-8417b6f6bb23-30,17e0b2e6-a788-45e2-b6b6-8417b6f6bb23,30,PART002,340,Each,Active,25500,USD
7e78000c-cf9a-4528-8c8e-32c37729d0de-10,7e78000c-cf9a-4528-8c8e-32c37729d0de,10,PART003-2,120,Each,Active,18000,USD
7e78000c-cf9a-4528-8c8e-32c37729d0de-20,7e78000c-cf9a-4528-8c8e-32c37729d0de,20,PART005,260,Each,Active,39000,USD
14e18dba-4736-470d-96dc-855aab49029f-10,14e18dba-4736-470d-96dc-855aab49029f,10,PART003-2,410,Each,Active,61500,USD
14e18dba-4736-470d-96dc-855aab49029f-20,14e18dba-4736-470d-96dc-855aab49029f,20,PART004,70,Each,Active,12250,USD
a76b07dd-4b04-405c-b953-a4ec89059ec0-10,a76b07dd-4b04-405c-b953-a4ec89059ec0,10,PART004,130,Each,Active,22750,USD
f11ee98a-3546-401d-8927-6d6528d3e3a4-10,f11ee98a-3546-401d-8927-6d6528d3e3a4,10,PART003-2,470,Each,Active,70500,USD
f11ee98a-3546-401d-8927-6d6528d3e3a4-20,f11ee98a-3546-401d-8927-6d6528d3e3a4,20,PART003-3,420,Each,Active,84000,USD
bc59e487-f26f-4fa3-a8bb-f94f254312cb-10,bc59e487-f26f-4fa3-a8bb-f94f254312cb,10,PART005,270,Each,Active,40500,USD
bc59e487-f26f-4fa3-a8bb-f94f254312cb-20,bc59e487-f26f-4fa3-a8bb-f94f254312cb,20,PART002,170,Each,Active,12750,USD
749c8529-2b2f-4930-9680-3bb8d7739b8b-10,749c8529-2b2f-4930-9680-3bb8d7739b8b,10,PART002,190,Each,Active,14250,USD
749c8529-2b2f-4930-9680-3bb8d7739b8b-20,749c8529-2b2f-4930-9680-3bb8d7739b8b,20,PART004,130,Each,Active,22750,USD
749c8529-2b2f-4930-9680-3bb8d7739b8b-30,749c8529-2b2f-4930-9680-3bb8d7739b8b,30,PART003,130,Each,Active,19500,USD
93784050-74b9-408d-83a9-bc9c3e2f6462-10,93784050-74b9-408d-83a9-bc9c3e2f6462,10,PART006,370,Each,Active,74000,USD
93784050-74b9-408d-83a9-bc9c3e2f6462-20,93784050-74b9-408d-83a9-bc9c3e2f6462,20,PART003-1,50,Each,Active,5000,USD
d20a5406-17fe-4d51-85d3-d45f272e9a85-10,d20a5406-17fe-4d51-85d3-d45f272e9a85,10,PART006,470,Each,Active,94000,USD
b90739c8-a476-4181-a6d4-3b4a97bd5c2e-10,b90739c8-a476-4181-a6d4-3b4a97bd5c2e,10,PART003-1,270,Each,Active,27000,USD
b90739c8-a476-4181-a6d4-3b4a97bd5c2e-20,b90739c8-a476-4181-a6d4-3b4a97bd5c2e,20,PART004,70,Each,Active,12250,USD
b90739c8-a476-4181-a6d4-3b4a97bd5c2e-30,b90739c8-a476-4181-a6d4-3b4a97bd5c2e,30,PART003-3,370,Each,Active,74000,USD
c45f5a94-ffe9-4444-9189-d52cd544ed8b-10,c45f5a94-ffe9-4444-9189-d52cd544ed8b,10,PART006,170,Each,Active,34000,USD
c45f5a94-ffe9-4444-9189-d52cd544ed8b-20,c45f5a94-ffe9-4444-9189-d52cd544ed8b,20,PART001,180,Each,Active,40500,USD
734f5a64-5e49-4f73-bba3-eb92e3852be4-10,734f5a64-5e49-4f73-bba3-eb92e3852be4,10,PART002,70,Each,Active,5250,USD
734f5a64-5e49-4f73-bba3-eb92e3852be4-20,734f5a64-5e49-4f73-bba3-eb92e3852be4,20,PART003,140,Each,Active,21000,USD
9b5b7afe-ac2f-4751-93d9-9dc8b8bb55d1-10,9b5b7afe-ac2f-4751-93d9-9dc8b8bb55d1,10,PART003,100,Each,Active,15000,USD
9b5b7afe-ac2f-4751-93d9-9dc8b8bb55d1-20,9b5b7afe-ac2f-4751-93d9-9dc8b8bb55d1,20,PART001,100,Each,Active,22500,USD
9b5b7afe-ac2f-4751-93d9-9dc8b8bb55d1-30,9b5b7afe-ac2f-4751-93d9-9dc8b8bb55d1,30,PART005,470,Each,Active,70500,USD
f0dbc4c3-433b-4571-b91e-7b316334d8df-10,f0dbc4c3-433b-4571-b91e-7b316334d8df,10,PART003-3,190,Each,Active,38000,USD
f0dbc4c3-433b-4571-b91e-7b316334d8df-20,f0dbc4c3-433b-4571-b91e-7b316334d8df,20,PART003-2,420,Each,Active,63000,USD
f0dbc4c3-433b-4571-b91e-7b316334d8df-30,f0dbc4c3-433b-4571-b91e-7b316334d8df,30,PART002,280,Each,Active,21000,USD
a29705f7-2204-4175-997d-86019796b5cc-10,a29705f7-2204-4175-997d-86019796b5cc,10,PART004,60,Each,Active,10500,USD
a29705f7-2204-4175-997d-86019796b5cc-20,a29705f7-2204-4175-997d-86019796b5cc,20,PART006,470,Each,Active,94000,USD
a29705f7-2204-4175-997d-86019796b5cc-30,a29705f7-2204-4175-997d-86019796b5cc,30,PART001,340,Each,Active,76500,USD
04a05dc8-a025-40ee-8007-24fcaffc4b60-10,04a05dc8-a025-40ee-8007-24fcaffc4b60,10,PART002,140,Each,Active,10500,USD
04a05dc8-a025-40ee-8007-24fcaffc4b60-20,04a05dc8-a025-40ee-8007-24fcaffc4b60,20,PART003-3,370,Each,Active,74000,USD
04a05dc8-a025-40ee-8007-24fcaffc4b60-30,04a05dc8-a025-40ee-8007-24fcaffc4b60,30,PART003-2,160,Each,Active,24000,USD
3ffb7deb-f52f-4d1a-b2c8-3b08792dd5f9-10,3ffb7deb-f52f-4d1a-b2c8-3b08792dd5f9,10,PART006,240,Each,Active,48000,USD
3ffb7deb-f52f-4d1a-b2c8-3b08792dd5f9-20,3ffb7deb-f52f-4d1a-b2c8-3b08792dd5f9,20,PART003-3,130,Each,Active,26000,USD
9224cf12-d16f-43e7-95e7-bb06a5a79d2e-10,9224cf12-d16f-43e7-95e7-bb06a5a79d2e,10,PART004,140,Each,Active,24500,USD
9224cf12-d16f-43e7-95e7-bb06a5a79d2e-20,9224cf12-d16f-43e7-95e7-bb06a5a79d2e,20,PART006,250,Each,Active,50000,USD
758ab7da-d064-436b-944d-de7eab44bb38-10,758ab7da-d064-436b-944d-de7eab44bb38,10,PART003,460,Each,Active,69000,USD
758ab7da-d064-436b-944d-de7eab44bb38-20,758ab7da-d064-436b-944d-de7eab44bb38,20,PART003-3,50,Each,Active,10000,USD
758ab7da-d064-436b-944d-de7eab44bb38-30,758ab7da-d064-436b-944d-de7eab44bb38,30,PART003-1,110,Each,Active,11000,USD
af95774f-e873-4f80-be6f-b81e1470d82b-10,af95774f-e873-4f80-be6f-b81e1470d82b,10,PART004,150,Each,Active,26250,USD
af95774f-e873-4f80-be6f-b81e1470d82b-20,af95774f-e873-4f80-be6f-b81e1470d82b,20,PART003-2,80,Each,Active,12000,USD
fdc13095-1f83-4d8d-bd28-c525d10d2b3e-10,fdc13095-1f83-4d8d-bd28-c525d10d2b3e,10,PART006,90,Each,Active,18000,USD
fdc13095-1f83-4d8d-bd28-c525d10d2b3e-20,fdc13095-1f83-4d8d-bd28-c525d10d2b3e,20,PART003,400,Each,Active,60000,USD
70bfe5ed-ef65-4a58-89f8-0e1ca35a52fb-10,70bfe5ed-ef65-4a58-89f8-0e1ca35a52fb,10,PART004,360,Each,Active,63000,USD
11223e1d-c3e2-4c0e-9ef2-4c188b0eb9a8-10,11223e1d-c3e2-4c0e-9ef2-4c188b0eb9a8,10,PART003,380,Each,Active,57000,USD
11223e1d-c3e2-4c0e-9ef2-4c188b0eb9a8-20,11223e1d-c3e2-4c0e-9ef2-4c188b0eb9a8,20,PART006,460,Each,Active,92000,USD
c9c85c36-1d18-454b-9475-e61b2876eec3-10,c9c85c36-1d18-454b-9475-e61b2876eec3,10,PART004,120,Each,Active,21000,USD
a1ce8929-321d-4c29-b2f9-fd0574ee2484-10,a1ce8929-321d-4c29-b2f9-fd0574ee2484,10,PART003-2,300,Each,Active,45000,USD
a1ce8929-321d-4c29-b2f9-fd0574ee2484-20,a1ce8929-321d-4c29-b2f9-fd0574ee2484,20,PART005,310,Each,Active,46500,USD
